"from","to","weight"
"Calcarine_L_t_1","Occipital_Sup_L_t_0",1
"Calcarine_R_t_0","Occipital_Sup_L_t_0",50
"Caudate_L_t_0","Occipital_Sup_L_t_0",50
"Caudate_L_t_1","Occipital_Sup_L_t_0",2
"Caudate_R_t_0","Occipital_Sup_L_t_0",36
"Cerebelum_10_L_t_0","Occipital_Sup_L_t_0",49
"Cerebelum_10_L_t_1","Occipital_Sup_L_t_0",1
"Cerebelum_10_R_t_0","Occipital_Sup_L_t_0",42
"Cerebelum_10_R_t_1","Occipital_Sup_L_t_0",1
"Cerebelum_3_L_t_0","Occipital_Sup_L_t_0",36
"Cerebelum_3_R_t_0","Occipital_Sup_L_t_0",33
"Cerebelum_3_R_t_1","Occipital_Sup_L_t_0",1
"Cerebelum_4_5_L_t_0","Occipital_Sup_L_t_0",52
"Cerebelum_4_5_R_t_0","Occipital_Sup_L_t_0",40
"Cerebelum_4_5_R_t_1","Occipital_Sup_L_t_0",2
"Cerebelum_6_L_t_0","Occipital_Sup_L_t_0",32
"Cerebelum_6_R_t_0","Occipital_Sup_L_t_0",32
"Cerebelum_7b_L_t_0","Occipital_Sup_L_t_0",28
"Cerebelum_7b_R_t_0","Occipital_Sup_L_t_0",36
"Cerebelum_8_L_t_0","Occipital_Sup_L_t_0",27
"Cerebelum_8_R_t_0","Occipital_Sup_L_t_0",42
"Cerebelum_9_L_t_0","Occipital_Sup_L_t_0",53
"Cerebelum_9_R_t_0","Occipital_Sup_L_t_0",43
"Cerebelum_9_R_t_1","Occipital_Sup_L_t_0",1
"Cerebelum_Crus1_L_t_0","Occipital_Sup_L_t_0",30
"Cerebelum_Crus1_R_t_0","Occipital_Sup_L_t_0",32
"Cerebelum_Crus2_L_t_0","Occipital_Sup_L_t_0",31
"Cerebelum_Crus2_L_t_1","Occipital_Sup_L_t_0",2
"Cerebelum_Crus2_R_t_0","Occipital_Sup_L_t_0",22
"Cingulum_Ant_L_t_0","Occipital_Sup_L_t_0",59
"Cingulum_Ant_R_t_0","Occipital_Sup_L_t_0",43
"Cingulum_Ant_R_t_1","Occipital_Sup_L_t_0",2
"Cingulum_Mid_L_t_0","Occipital_Sup_L_t_0",78
"Cingulum_Mid_R_t_0","Occipital_Sup_L_t_0",58
"Cingulum_Post_L_t_0","Occipital_Sup_L_t_0",46
"Cingulum_Post_R_t_0","Occipital_Sup_L_t_0",30
"Cuneus_L_t_0","Occipital_Sup_L_t_0",83
"Cuneus_L_t_1","Occipital_Sup_L_t_0",1
"Cuneus_R_t_0","Occipital_Sup_L_t_0",49
"DVARS_t_0","Occipital_Sup_L_t_0",24
"DVARS_t_1","Occipital_Sup_L_t_0",68
"Frontal_Inf_Oper_L_t_0","Occipital_Sup_L_t_0",55
"Frontal_Inf_Oper_L_t_1","Occipital_Sup_L_t_0",1
"Frontal_Inf_Oper_R_t_0","Occipital_Sup_L_t_0",39
"Frontal_Inf_Orb_L_t_0","Occipital_Sup_L_t_0",50
"Frontal_Inf_Orb_R_t_0","Occipital_Sup_L_t_0",36
"Frontal_Inf_Tri_L_t_0","Occipital_Sup_L_t_0",46
"Frontal_Inf_Tri_L_t_1","Occipital_Sup_L_t_0",1
"Frontal_Inf_Tri_R_t_0","Occipital_Sup_L_t_0",37
"Frontal_Med_Orb_L_t_0","Occipital_Sup_L_t_0",33
"Frontal_Med_Orb_R_t_0","Occipital_Sup_L_t_0",33
"Frontal_Mid_L_t_0","Occipital_Sup_L_t_0",41
"Frontal_Mid_L_t_1","Occipital_Sup_L_t_0",1
"Frontal_Mid_Orb_L_t_0","Occipital_Sup_L_t_0",38
"Frontal_Mid_Orb_L_t_1","Occipital_Sup_L_t_0",6
"Frontal_Mid_Orb_R_t_0","Occipital_Sup_L_t_0",35
"Frontal_Mid_Orb_R_t_1","Occipital_Sup_L_t_0",2
"Frontal_Mid_R_t_0","Occipital_Sup_L_t_0",32
"Frontal_Sup_L_t_0","Occipital_Sup_L_t_0",42
"Frontal_Sup_Medial_L_t_0","Occipital_Sup_L_t_0",42
"Frontal_Sup_Medial_R_t_0","Occipital_Sup_L_t_0",34
"Frontal_Sup_Orb_L_t_0","Occipital_Sup_L_t_0",27
"Frontal_Sup_Orb_L_t_1","Occipital_Sup_L_t_0",1
"Frontal_Sup_Orb_R_t_0","Occipital_Sup_L_t_0",33
"Frontal_Sup_R_t_0","Occipital_Sup_L_t_0",25
"Fusiform_L_t_0","Occipital_Sup_L_t_0",18
"Fusiform_R_t_0","Occipital_Sup_L_t_0",49
"Heschl_L_t_0","Occipital_Sup_L_t_0",46
"Heschl_R_t_0","Occipital_Sup_L_t_0",33
"Hippocampus_L_t_0","Occipital_Sup_L_t_0",43
"Hippocampus_R_t_0","Occipital_Sup_L_t_0",35
"Insula_L_t_0","Occipital_Sup_L_t_0",67
"Insula_R_t_0","Occipital_Sup_L_t_0",56
"Lingual_L_t_0","Occipital_Sup_L_t_0",37
"Lingual_R_t_0","Occipital_Sup_L_t_0",44
"Occipital_Inf_L_t_0","Occipital_Sup_L_t_0",26
"Occipital_Inf_L_t_1","Occipital_Sup_L_t_0",1
"Occipital_Inf_R_t_0","Occipital_Sup_L_t_0",35
"Occipital_Mid_L_t_0","Occipital_Sup_L_t_0",60
"Occipital_Mid_L_t_1","Occipital_Sup_L_t_0",6
"Occipital_Mid_R_t_0","Occipital_Sup_L_t_0",40
"Occipital_Sup_L_t_1","Occipital_Sup_L_t_0",99
"Occipital_Sup_R_t_0","Occipital_Sup_L_t_0",38
"Occipital_Sup_R_t_1","Occipital_Sup_L_t_0",1
"Olfactory_L_t_0","Occipital_Sup_L_t_0",46
"Olfactory_R_t_0","Occipital_Sup_L_t_0",41
"Pallidum_L_t_0","Occipital_Sup_L_t_0",42
"Pallidum_R_t_0","Occipital_Sup_L_t_0",35
"Paracentral_Lobule_L_t_0","Occipital_Sup_L_t_0",28
"Paracentral_Lobule_R_t_0","Occipital_Sup_L_t_0",25
"Paracentral_Lobule_R_t_1","Occipital_Sup_L_t_0",1
"ParaHippocampal_L_t_0","Occipital_Sup_L_t_0",48
"ParaHippocampal_R_t_0","Occipital_Sup_L_t_0",37
"Parietal_Inf_L_t_0","Occipital_Sup_L_t_0",47
"Parietal_Inf_L_t_1","Occipital_Sup_L_t_0",1
"Parietal_Inf_R_t_0","Occipital_Sup_L_t_0",32
"Parietal_Inf_R_t_1","Occipital_Sup_L_t_0",1
"Parietal_Sup_L_t_0","Occipital_Sup_L_t_0",59
"Parietal_Sup_R_t_0","Occipital_Sup_L_t_0",25
"Postcentral_L_t_0","Occipital_Sup_L_t_0",46
"Postcentral_R_t_0","Occipital_Sup_L_t_0",32
"Postcentral_R_t_1","Occipital_Sup_L_t_0",1
"Precentral_L_t_0","Occipital_Sup_L_t_0",44
"Precentral_L_t_1","Occipital_Sup_L_t_0",1
"Precentral_R_t_0","Occipital_Sup_L_t_0",27
"Precuneus_L_t_0","Occipital_Sup_L_t_0",44
"Precuneus_L_t_1","Occipital_Sup_L_t_0",1
"Precuneus_R_t_0","Occipital_Sup_L_t_0",32
"Putamen_L_t_0","Occipital_Sup_L_t_0",43
"Putamen_R_t_0","Occipital_Sup_L_t_0",33
"Rectus_L_t_0","Occipital_Sup_L_t_0",33
"Rectus_R_t_0","Occipital_Sup_L_t_0",33
"Rectus_R_t_1","Occipital_Sup_L_t_0",1
"Rolandic_Oper_L_t_0","Occipital_Sup_L_t_0",56
"Rolandic_Oper_R_t_0","Occipital_Sup_L_t_0",40
"Scan_no_t_0","Occipital_Sup_L_t_0",9
"Supp_Motor_Area_L_t_0","Occipital_Sup_L_t_0",40
"Supp_Motor_Area_R_t_0","Occipital_Sup_L_t_0",30
"SupraMarginal_L_t_0","Occipital_Sup_L_t_0",37
"SupraMarginal_R_t_0","Occipital_Sup_L_t_0",37
"Temporal_Inf_L_t_0","Occipital_Sup_L_t_0",23
"Temporal_Inf_L_t_1","Occipital_Sup_L_t_0",1
"Temporal_Inf_R_t_0","Occipital_Sup_L_t_0",34
"Temporal_Mid_L_t_0","Occipital_Sup_L_t_0",32
"Temporal_Mid_L_t_1","Occipital_Sup_L_t_0",1
"Temporal_Mid_R_t_0","Occipital_Sup_L_t_0",41
"Temporal_Pole_Mid_L_t_0","Occipital_Sup_L_t_0",32
"Temporal_Pole_Mid_R_t_0","Occipital_Sup_L_t_0",33
"Temporal_Pole_Sup_L_t_0","Occipital_Sup_L_t_0",43
"Temporal_Pole_Sup_R_t_0","Occipital_Sup_L_t_0",42
"Temporal_Sup_L_t_0","Occipital_Sup_L_t_0",38
"Temporal_Sup_R_t_0","Occipital_Sup_L_t_0",45
"Thalamus_L_t_0","Occipital_Sup_L_t_0",44
"Thalamus_R_t_0","Occipital_Sup_L_t_0",28
"Vermis_1_2_t_0","Occipital_Sup_L_t_0",12
"Vermis_10_t_0","Occipital_Sup_L_t_0",20
"Vermis_10_t_1","Occipital_Sup_L_t_0",1
"Vermis_3_t_0","Occipital_Sup_L_t_0",36
"Vermis_4_5_t_0","Occipital_Sup_L_t_0",33
"Vermis_6_t_0","Occipital_Sup_L_t_0",29
"Vermis_6_t_1","Occipital_Sup_L_t_0",1
"Vermis_7_t_0","Occipital_Sup_L_t_0",22
"Vermis_8_t_0","Occipital_Sup_L_t_0",29
"Vermis_9_t_0","Occipital_Sup_L_t_0",36
"Vermis_9_t_1","Occipital_Sup_L_t_0",1
"Amygdala_L_t_1","Occipital_Sup_L_t_1",35
"Amygdala_R_t_1","Occipital_Sup_L_t_1",32
"Angular_L_t_1","Occipital_Sup_L_t_1",51
"Angular_R_t_1","Occipital_Sup_L_t_1",42
"Calcarine_L_t_1","Occipital_Sup_L_t_1",52
"Calcarine_R_t_1","Occipital_Sup_L_t_1",50
"Caudate_L_t_1","Occipital_Sup_L_t_1",50
"Caudate_R_t_1","Occipital_Sup_L_t_1",36
"Cerebelum_10_L_t_1","Occipital_Sup_L_t_1",49
"Cerebelum_10_R_t_1","Occipital_Sup_L_t_1",42
"Cerebelum_3_L_t_1","Occipital_Sup_L_t_1",36
"Cerebelum_3_R_t_1","Occipital_Sup_L_t_1",33
"Cerebelum_4_5_L_t_1","Occipital_Sup_L_t_1",52
"Cerebelum_4_5_R_t_1","Occipital_Sup_L_t_1",40
"Cerebelum_6_L_t_1","Occipital_Sup_L_t_1",32
"Cerebelum_6_R_t_1","Occipital_Sup_L_t_1",32
"Cerebelum_7b_L_t_1","Occipital_Sup_L_t_1",28
"Cerebelum_7b_R_t_1","Occipital_Sup_L_t_1",36
"Cerebelum_8_L_t_1","Occipital_Sup_L_t_1",27
"Cerebelum_8_R_t_1","Occipital_Sup_L_t_1",42
"Cerebelum_9_L_t_1","Occipital_Sup_L_t_1",53
"Cerebelum_9_R_t_1","Occipital_Sup_L_t_1",43
"Cerebelum_Crus1_L_t_1","Occipital_Sup_L_t_1",30
"Cerebelum_Crus1_R_t_1","Occipital_Sup_L_t_1",32
"Cerebelum_Crus2_L_t_1","Occipital_Sup_L_t_1",31
"Cerebelum_Crus2_R_t_1","Occipital_Sup_L_t_1",22
"Cingulum_Ant_L_t_1","Occipital_Sup_L_t_1",59
"Cingulum_Ant_R_t_1","Occipital_Sup_L_t_1",43
"Cingulum_Mid_L_t_1","Occipital_Sup_L_t_1",78
"Cingulum_Mid_R_t_1","Occipital_Sup_L_t_1",58
"Cingulum_Post_L_t_1","Occipital_Sup_L_t_1",46
"Cingulum_Post_R_t_1","Occipital_Sup_L_t_1",30
"Cuneus_L_t_1","Occipital_Sup_L_t_1",83
"Cuneus_R_t_1","Occipital_Sup_L_t_1",49
"DVARS_t_1","Occipital_Sup_L_t_1",24
"Frontal_Inf_Oper_L_t_1","Occipital_Sup_L_t_1",55
"Frontal_Inf_Oper_R_t_1","Occipital_Sup_L_t_1",39
"Frontal_Inf_Orb_L_t_1","Occipital_Sup_L_t_1",50
"Frontal_Inf_Orb_R_t_1","Occipital_Sup_L_t_1",36
"Frontal_Inf_Tri_L_t_1","Occipital_Sup_L_t_1",46
"Frontal_Inf_Tri_R_t_1","Occipital_Sup_L_t_1",37
"Frontal_Med_Orb_L_t_1","Occipital_Sup_L_t_1",33
"Frontal_Med_Orb_R_t_1","Occipital_Sup_L_t_1",33
"Frontal_Mid_L_t_1","Occipital_Sup_L_t_1",41
"Frontal_Mid_Orb_L_t_1","Occipital_Sup_L_t_1",38
"Frontal_Mid_Orb_R_t_1","Occipital_Sup_L_t_1",35
"Frontal_Mid_R_t_1","Occipital_Sup_L_t_1",32
"Frontal_Sup_L_t_1","Occipital_Sup_L_t_1",42
"Frontal_Sup_Medial_L_t_1","Occipital_Sup_L_t_1",42
"Frontal_Sup_Medial_R_t_1","Occipital_Sup_L_t_1",34
"Frontal_Sup_Orb_L_t_1","Occipital_Sup_L_t_1",27
"Frontal_Sup_Orb_R_t_1","Occipital_Sup_L_t_1",33
"Frontal_Sup_R_t_1","Occipital_Sup_L_t_1",25
"Fusiform_L_t_1","Occipital_Sup_L_t_1",18
"Fusiform_R_t_1","Occipital_Sup_L_t_1",49
"Heschl_L_t_1","Occipital_Sup_L_t_1",46
"Heschl_R_t_1","Occipital_Sup_L_t_1",33
"Hippocampus_L_t_1","Occipital_Sup_L_t_1",43
"Hippocampus_R_t_1","Occipital_Sup_L_t_1",35
"Insula_L_t_1","Occipital_Sup_L_t_1",67
"Insula_R_t_1","Occipital_Sup_L_t_1",56
"Lingual_L_t_1","Occipital_Sup_L_t_1",37
"Lingual_R_t_1","Occipital_Sup_L_t_1",44
"Occipital_Inf_L_t_1","Occipital_Sup_L_t_1",26
"Occipital_Inf_R_t_1","Occipital_Sup_L_t_1",35
"Occipital_Mid_L_t_1","Occipital_Sup_L_t_1",60
"Occipital_Mid_R_t_1","Occipital_Sup_L_t_1",40
"Occipital_Sup_R_t_1","Occipital_Sup_L_t_1",38
"Olfactory_L_t_1","Occipital_Sup_L_t_1",46
"Olfactory_R_t_1","Occipital_Sup_L_t_1",41
"Pallidum_L_t_1","Occipital_Sup_L_t_1",42
"Pallidum_R_t_1","Occipital_Sup_L_t_1",35
"Paracentral_Lobule_L_t_1","Occipital_Sup_L_t_1",28
"Paracentral_Lobule_R_t_1","Occipital_Sup_L_t_1",25
"ParaHippocampal_L_t_1","Occipital_Sup_L_t_1",48
"ParaHippocampal_R_t_1","Occipital_Sup_L_t_1",37
"Parietal_Inf_L_t_1","Occipital_Sup_L_t_1",47
"Parietal_Inf_R_t_1","Occipital_Sup_L_t_1",32
"Parietal_Sup_L_t_1","Occipital_Sup_L_t_1",59
"Parietal_Sup_R_t_1","Occipital_Sup_L_t_1",25
"Postcentral_L_t_1","Occipital_Sup_L_t_1",46
"Postcentral_R_t_1","Occipital_Sup_L_t_1",32
"Precentral_L_t_1","Occipital_Sup_L_t_1",44
"Precentral_R_t_1","Occipital_Sup_L_t_1",27
"Precuneus_L_t_1","Occipital_Sup_L_t_1",44
"Precuneus_R_t_1","Occipital_Sup_L_t_1",32
"Putamen_L_t_1","Occipital_Sup_L_t_1",43
"Putamen_R_t_1","Occipital_Sup_L_t_1",33
"Rectus_L_t_1","Occipital_Sup_L_t_1",33
"Rectus_R_t_1","Occipital_Sup_L_t_1",33
"Rolandic_Oper_L_t_1","Occipital_Sup_L_t_1",56
"Rolandic_Oper_R_t_1","Occipital_Sup_L_t_1",40
"Scan_no_t_1","Occipital_Sup_L_t_1",9
"Supp_Motor_Area_L_t_1","Occipital_Sup_L_t_1",40
"Supp_Motor_Area_R_t_1","Occipital_Sup_L_t_1",30
"SupraMarginal_L_t_1","Occipital_Sup_L_t_1",37
"SupraMarginal_R_t_1","Occipital_Sup_L_t_1",37
"Temporal_Inf_L_t_1","Occipital_Sup_L_t_1",23
"Temporal_Inf_R_t_1","Occipital_Sup_L_t_1",34
"Temporal_Mid_L_t_1","Occipital_Sup_L_t_1",32
"Temporal_Mid_R_t_1","Occipital_Sup_L_t_1",41
"Temporal_Pole_Mid_L_t_1","Occipital_Sup_L_t_1",32
"Temporal_Pole_Mid_R_t_1","Occipital_Sup_L_t_1",33
"Temporal_Pole_Sup_L_t_1","Occipital_Sup_L_t_1",43
"Temporal_Pole_Sup_R_t_1","Occipital_Sup_L_t_1",42
"Temporal_Sup_L_t_1","Occipital_Sup_L_t_1",38
"Temporal_Sup_R_t_1","Occipital_Sup_L_t_1",45
"Thalamus_L_t_1","Occipital_Sup_L_t_1",44
"Thalamus_R_t_1","Occipital_Sup_L_t_1",28
"Vermis_1_2_t_1","Occipital_Sup_L_t_1",12
"Vermis_10_t_1","Occipital_Sup_L_t_1",20
"Vermis_3_t_1","Occipital_Sup_L_t_1",36
"Vermis_4_5_t_1","Occipital_Sup_L_t_1",33
"Vermis_6_t_1","Occipital_Sup_L_t_1",29
"Vermis_7_t_1","Occipital_Sup_L_t_1",22
"Vermis_8_t_1","Occipital_Sup_L_t_1",29
"Vermis_9_t_1","Occipital_Sup_L_t_1",36
"Amygdala_L_t_0","Occipital_Sup_R_t_0",35
"Amygdala_R_t_0","Occipital_Sup_R_t_0",30
"Amygdala_R_t_1","Occipital_Sup_R_t_0",1
"Angular_L_t_0","Occipital_Sup_R_t_0",51
"Angular_R_t_0","Occipital_Sup_R_t_0",50
"Calcarine_L_t_0","Occipital_Sup_R_t_0",75
"Calcarine_L_t_1","Occipital_Sup_R_t_0",1
"Calcarine_R_t_0","Occipital_Sup_R_t_0",69
"Caudate_L_t_0","Occipital_Sup_R_t_0",48
"Caudate_L_t_1","Occipital_Sup_R_t_0",2
"Caudate_R_t_0","Occipital_Sup_R_t_0",43
"Cerebelum_10_L_t_0","Occipital_Sup_R_t_0",56
"Cerebelum_10_L_t_1","Occipital_Sup_R_t_0",2
"Cerebelum_10_R_t_0","Occipital_Sup_R_t_0",41
"Cerebelum_10_R_t_1","Occipital_Sup_R_t_0",1
"Cerebelum_3_L_t_0","Occipital_Sup_R_t_0",40
"Cerebelum_3_L_t_1","Occipital_Sup_R_t_0",1
"Cerebelum_3_R_t_0","Occipital_Sup_R_t_0",43
"Cerebelum_3_R_t_1","Occipital_Sup_R_t_0",1
"Cerebelum_4_5_L_t_0","Occipital_Sup_R_t_0",48
"Cerebelum_4_5_R_t_0","Occipital_Sup_R_t_0",46
"Cerebelum_4_5_R_t_1","Occipital_Sup_R_t_0",3
"Cerebelum_6_L_t_0","Occipital_Sup_R_t_0",38
"Cerebelum_6_R_t_0","Occipital_Sup_R_t_0",46
"Cerebelum_6_R_t_1","Occipital_Sup_R_t_0",1
"Cerebelum_7b_L_t_0","Occipital_Sup_R_t_0",45
"Cerebelum_7b_R_t_0","Occipital_Sup_R_t_0",42
"Cerebelum_8_L_t_0","Occipital_Sup_R_t_0",33
"Cerebelum_8_R_t_0","Occipital_Sup_R_t_0",41
"Cerebelum_9_L_t_0","Occipital_Sup_R_t_0",48
"Cerebelum_9_R_t_0","Occipital_Sup_R_t_0",46
"Cerebelum_Crus1_L_t_0","Occipital_Sup_R_t_0",32
"Cerebelum_Crus1_R_t_0","Occipital_Sup_R_t_0",41
"Cerebelum_Crus1_R_t_1","Occipital_Sup_R_t_0",1
"Cerebelum_Crus2_L_t_0","Occipital_Sup_R_t_0",27
"Cerebelum_Crus2_L_t_1","Occipital_Sup_R_t_0",1
"Cerebelum_Crus2_R_t_0","Occipital_Sup_R_t_0",30
"Cingulum_Ant_L_t_0","Occipital_Sup_R_t_0",59
"Cingulum_Ant_R_t_0","Occipital_Sup_R_t_0",37
"Cingulum_Ant_R_t_1","Occipital_Sup_R_t_0",1
"Cingulum_Mid_L_t_0","Occipital_Sup_R_t_0",68
"Cingulum_Mid_R_t_0","Occipital_Sup_R_t_0",73
"Cingulum_Post_L_t_0","Occipital_Sup_R_t_0",49
"Cingulum_Post_L_t_1","Occipital_Sup_R_t_0",1
"Cingulum_Post_R_t_0","Occipital_Sup_R_t_0",45
"Cuneus_L_t_0","Occipital_Sup_R_t_0",59
"Cuneus_R_t_0","Occipital_Sup_R_t_0",99
"DVARS_t_0","Occipital_Sup_R_t_0",43
"DVARS_t_1","Occipital_Sup_R_t_0",63
"Frontal_Inf_Oper_L_t_0","Occipital_Sup_R_t_0",64
"Frontal_Inf_Oper_L_t_1","Occipital_Sup_R_t_0",1
"Frontal_Inf_Oper_R_t_0","Occipital_Sup_R_t_0",26
"Frontal_Inf_Orb_L_t_0","Occipital_Sup_R_t_0",45
"Frontal_Inf_Orb_R_t_0","Occipital_Sup_R_t_0",46
"Frontal_Inf_Tri_L_t_0","Occipital_Sup_R_t_0",66
"Frontal_Inf_Tri_R_t_0","Occipital_Sup_R_t_0",29
"Frontal_Med_Orb_L_t_0","Occipital_Sup_R_t_0",36
"Frontal_Med_Orb_R_t_0","Occipital_Sup_R_t_0",32
"Frontal_Mid_L_t_0","Occipital_Sup_R_t_0",58
"Frontal_Mid_Orb_L_t_0","Occipital_Sup_R_t_0",53
"Frontal_Mid_Orb_L_t_1","Occipital_Sup_R_t_0",6
"Frontal_Mid_Orb_R_t_0","Occipital_Sup_R_t_0",40
"Frontal_Mid_Orb_R_t_1","Occipital_Sup_R_t_0",1
"Frontal_Mid_R_t_0","Occipital_Sup_R_t_0",33
"Frontal_Sup_L_t_0","Occipital_Sup_R_t_0",45
"Frontal_Sup_L_t_1","Occipital_Sup_R_t_0",1
"Frontal_Sup_Medial_L_t_0","Occipital_Sup_R_t_0",42
"Frontal_Sup_Medial_R_t_0","Occipital_Sup_R_t_0",33
"Frontal_Sup_Medial_R_t_1","Occipital_Sup_R_t_0",1
"Frontal_Sup_Orb_L_t_0","Occipital_Sup_R_t_0",43
"Frontal_Sup_Orb_L_t_1","Occipital_Sup_R_t_0",1
"Frontal_Sup_Orb_R_t_0","Occipital_Sup_R_t_0",47
"Frontal_Sup_Orb_R_t_1","Occipital_Sup_R_t_0",1
"Frontal_Sup_R_t_0","Occipital_Sup_R_t_0",35
"Fusiform_L_t_0","Occipital_Sup_R_t_0",21
"Fusiform_R_t_0","Occipital_Sup_R_t_0",40
"Heschl_L_t_0","Occipital_Sup_R_t_0",52
"Heschl_L_t_1","Occipital_Sup_R_t_0",1
"Heschl_R_t_0","Occipital_Sup_R_t_0",34
"Hippocampus_L_t_0","Occipital_Sup_R_t_0",48
"Hippocampus_L_t_1","Occipital_Sup_R_t_0",1
"Hippocampus_R_t_0","Occipital_Sup_R_t_0",40
"Insula_L_t_0","Occipital_Sup_R_t_0",72
"Insula_R_t_0","Occipital_Sup_R_t_0",37
"Lingual_L_t_0","Occipital_Sup_R_t_0",55
"Lingual_R_t_0","Occipital_Sup_R_t_0",48
"Occipital_Inf_L_t_0","Occipital_Sup_R_t_0",36
"Occipital_Inf_L_t_1","Occipital_Sup_R_t_0",1
"Occipital_Inf_R_t_0","Occipital_Sup_R_t_0",40
"Occipital_Mid_L_t_0","Occipital_Sup_R_t_0",59
"Occipital_Mid_L_t_1","Occipital_Sup_R_t_0",2
"Occipital_Mid_R_t_0","Occipital_Sup_R_t_0",41
"Occipital_Sup_L_t_0","Occipital_Sup_R_t_0",61
"Occipital_Sup_R_t_1","Occipital_Sup_R_t_0",100
"Olfactory_L_t_0","Occipital_Sup_R_t_0",43
"Olfactory_R_t_0","Occipital_Sup_R_t_0",37
"Pallidum_L_t_0","Occipital_Sup_R_t_0",45
"Pallidum_R_t_0","Occipital_Sup_R_t_0",22
"Paracentral_Lobule_L_t_0","Occipital_Sup_R_t_0",31
"Paracentral_Lobule_L_t_1","Occipital_Sup_R_t_0",1
"Paracentral_Lobule_R_t_0","Occipital_Sup_R_t_0",28
"ParaHippocampal_L_t_0","Occipital_Sup_R_t_0",43
"ParaHippocampal_R_t_0","Occipital_Sup_R_t_0",48
"ParaHippocampal_R_t_1","Occipital_Sup_R_t_0",1
"Parietal_Inf_L_t_0","Occipital_Sup_R_t_0",46
"Parietal_Inf_R_t_0","Occipital_Sup_R_t_0",25
"Parietal_Inf_R_t_1","Occipital_Sup_R_t_0",1
"Parietal_Sup_L_t_0","Occipital_Sup_R_t_0",56
"Parietal_Sup_R_t_0","Occipital_Sup_R_t_0",39
"Postcentral_L_t_0","Occipital_Sup_R_t_0",57
"Postcentral_R_t_0","Occipital_Sup_R_t_0",26
"Precentral_L_t_0","Occipital_Sup_R_t_0",33
"Precentral_R_t_0","Occipital_Sup_R_t_0",20
"Precuneus_L_t_0","Occipital_Sup_R_t_0",60
"Precuneus_R_t_0","Occipital_Sup_R_t_0",35
"Putamen_L_t_0","Occipital_Sup_R_t_0",52
"Putamen_R_t_0","Occipital_Sup_R_t_0",34
"Rectus_L_t_0","Occipital_Sup_R_t_0",43
"Rectus_L_t_1","Occipital_Sup_R_t_0",1
"Rectus_R_t_0","Occipital_Sup_R_t_0",30
"Rolandic_Oper_L_t_0","Occipital_Sup_R_t_0",55
"Rolandic_Oper_R_t_0","Occipital_Sup_R_t_0",43
"Rolandic_Oper_R_t_1","Occipital_Sup_R_t_0",1
"Scan_no_t_0","Occipital_Sup_R_t_0",12
"Supp_Motor_Area_L_t_0","Occipital_Sup_R_t_0",37
"Supp_Motor_Area_R_t_0","Occipital_Sup_R_t_0",24
"SupraMarginal_L_t_0","Occipital_Sup_R_t_0",48
"SupraMarginal_L_t_1","Occipital_Sup_R_t_0",1
"SupraMarginal_R_t_0","Occipital_Sup_R_t_0",44
"SupraMarginal_R_t_1","Occipital_Sup_R_t_0",1
"Temporal_Inf_L_t_0","Occipital_Sup_R_t_0",26
"Temporal_Inf_R_t_0","Occipital_Sup_R_t_0",36
"Temporal_Mid_L_t_0","Occipital_Sup_R_t_0",28
"Temporal_Mid_R_t_0","Occipital_Sup_R_t_0",42
"Temporal_Mid_R_t_1","Occipital_Sup_R_t_0",1
"Temporal_Pole_Mid_L_t_0","Occipital_Sup_R_t_0",36
"Temporal_Pole_Mid_R_t_0","Occipital_Sup_R_t_0",40
"Temporal_Pole_Sup_L_t_0","Occipital_Sup_R_t_0",42
"Temporal_Pole_Sup_L_t_1","Occipital_Sup_R_t_0",1
"Temporal_Pole_Sup_R_t_0","Occipital_Sup_R_t_0",43
"Temporal_Sup_L_t_0","Occipital_Sup_R_t_0",50
"Temporal_Sup_R_t_0","Occipital_Sup_R_t_0",40
"Thalamus_L_t_0","Occipital_Sup_R_t_0",67
"Thalamus_R_t_0","Occipital_Sup_R_t_0",35
"Vermis_1_2_t_0","Occipital_Sup_R_t_0",15
"Vermis_1_2_t_1","Occipital_Sup_R_t_0",2
"Vermis_10_t_0","Occipital_Sup_R_t_0",12
"Vermis_10_t_1","Occipital_Sup_R_t_0",1
"Vermis_3_t_0","Occipital_Sup_R_t_0",36
"Vermis_4_5_t_0","Occipital_Sup_R_t_0",50
"Vermis_6_t_0","Occipital_Sup_R_t_0",38
"Vermis_7_t_0","Occipital_Sup_R_t_0",33
"Vermis_8_t_0","Occipital_Sup_R_t_0",38
"Vermis_9_t_0","Occipital_Sup_R_t_0",49
"Vermis_9_t_1","Occipital_Sup_R_t_0",1
"Amygdala_L_t_1","Occipital_Sup_R_t_1",35
"Amygdala_R_t_1","Occipital_Sup_R_t_1",30
"Angular_L_t_1","Occipital_Sup_R_t_1",51
"Angular_R_t_1","Occipital_Sup_R_t_1",50
"Calcarine_L_t_1","Occipital_Sup_R_t_1",75
"Calcarine_R_t_1","Occipital_Sup_R_t_1",69
"Caudate_L_t_1","Occipital_Sup_R_t_1",48
"Caudate_R_t_1","Occipital_Sup_R_t_1",43
"Cerebelum_10_L_t_1","Occipital_Sup_R_t_1",56
"Cerebelum_10_R_t_1","Occipital_Sup_R_t_1",41
"Cerebelum_3_L_t_1","Occipital_Sup_R_t_1",40
"Cerebelum_3_R_t_1","Occipital_Sup_R_t_1",43
"Cerebelum_4_5_L_t_1","Occipital_Sup_R_t_1",48
